Tol,Ne,a,duration,start
0.005,1906.97503301838,18.948483421839,2154.89429372708,5806.75210669468
0.0242857142857143,1907.31265393351,19.4183619827049,2160.4906205896,5818.63021264422
0.0435714285714286,1904.45420631189,19.4745728522339,2155.9768008368,5810.91242125578
0.0628571428571429,1906.0273873788,19.4666225370726,2154.70460182938,5798.75548976549
0.0821428571428571,1909.72703031357,19.4566021519867,2153.70865196613,5792.03202663751
0.101428571428571,1914.13729167101,19.4593755997236,2153.00496519817,5788.60032813614
0.120714285714286,1920.74271385884,19.4462109816972,2150.69564975523,5785.43091393678
0.14,1924.43721604477,19.4306110828448,2149.02880222108,5782.6564639872
0.159285714285714,1929.08434976001,19.4140077733741,2147.5134256908,5781.48978714415
0.178571428571429,1932.52546459966,19.4009612367237,2146.50487258926,5781.59462333906
0.197857142857143,1936.3654859989,19.3800583014021,2146.29301939706,5781.61214955443
0.217142857142857,1939.58913903798,19.3581400360457,2146.08117275249,5782.01235224839
0.236428571428571,1942.65647723159,19.3375469467384,2145.11908679213,5781.56229933229
0.255714285714286,1946.676734902,19.3197501914538,2144.75807652054,5780.87729129057
0.275,1950.55077307934,19.3015884546419,2144.44719670325,5781.46850301017
0.294285714285714,1954.46631588872,19.2860046012917,2143.6622557409,5781.29774122978
0.313571428571429,1958.9225878761,19.2748248702074,2143.09410162176,5781.20230848344
0.332857142857143,1963.37634949375,19.2563441517891,2142.73260213169,5781.30347416252
0.352142857142857,1967.62068940727,19.2441304300211,2142.22248981699,5781.27931071687
0.371428571428571,1972.14693836387,19.228773120969,2141.63086834483,5781.36257075852
0.390714285714286,1976.59214828823,19.2164093517382,2141.4039977105,5781.58659389487
0.41,1980.84087001708,19.1990243990309,2140.94585091258,5782.14713362117
0.429285714285714,1985.12916873984,19.1842278108681,2140.70088464794,5781.46408170395
0.448571428571429,1989.325902736,19.1739838332235,2140.40502832801,5781.36211158328
0.467857142857143,1993.21119509768,19.1686034187364,2139.91250590114,5781.36382341477
0.487142857142857,1997.22276141633,19.1611712335642,2139.43290024972,5781.00463980926
0.506428571428571,2000.89194490641,19.1515406566155,2139.1607362603,5780.53172769384
0.525714285714286,2005.14413724778,19.1455315888281,2139.14692727791,5780.28754752199
0.545,2009.06159038074,19.1415809814708,2138.95032837776,5779.94427423223
0.564285714285714,2013.0696394463,19.1318370777889,2138.5671260004,5779.4820061787
0.583571428571429,2017.37053513259,19.1258790370695,2138.37042613376,5778.7379207441
0.602857142857143,2021.52490712754,19.1216747629293,2137.96407656681,5778.40929644433
0.622142857142857,2025.40385395152,19.1198818559698,2137.70917064338,5777.85143009391
0.641428571428571,2029.77750661598,19.1198512931168,2137.7375371726,5777.44971730327
0.660714285714286,2034.0504567321,19.1214858490476,2137.49788309499,5777.0844950178
0.68,2038.48944147167,19.1253412145707,2137.34851670654,5776.50559497805
0.699285714285714,2042.7729292659,19.128935068551,2137.41927230463,5775.85922575811
0.718571428571429,2047.16550956427,19.1337233485463,2137.4858050836,5775.13508468983
0.737857142857143,2051.81546925772,19.1428947398255,2137.40435537627,5774.62873833043
0.757142857142857,2056.4519600894,19.1552731792826,2137.48061096569,5774.15547798252
0.776428571428571,2061.36071580681,19.166031453981,2137.58475816517,5773.91850743321
0.795714285714286,2065.98399297023,19.177283462905,2137.59577320191,5773.15321342338
0.815,2070.48489666454,19.1956267365043,2137.67879862994,5773.01952503268
0.834285714285714,2075.4163698126,19.2180869974143,2138.08302190314,5772.54085968343
0.853571428571429,2080.44147103402,19.2448828777862,2138.16644820046,5772.05574735114
0.872857142857143,2085.54508503803,19.276968463136,2138.50737626829,5771.81359310569
0.892142857142857,2091.11555571549,19.3212592984846,2138.84916000932,5772.04370380468
0.911428571428571,2096.65327654967,19.3809448164726,2139.2771905492,5771.8491749998
0.930714285714286,2103.25536963754,19.4659744614916,2139.66607943338,5772.22280376036
0.95,2110.59080179575,19.5859850886316,2140.43541842767,5772.78853589833
